slug,topic,title,url,source,difficulty,bucket,tracks,tags,styles,prerequisites,why_fit
geometry/polygon-area-point-location,Geometry -> Polygon Area And Point Location,Polygon Lattice Points,https://cses.fi/problemset/task/2193,CSES,medium,core,Polygon-Area | Lattice-Points,Pick's Theorem | Pick-Theorem | Boundary | Interior,Counting,Shoelace Formula | GCD On Edges,A classic Pick's theorem application.
geometry/right-triangles,Geometry -> Right Triangles,Triangle,https://codeforces.com/problemset/problem/18/A,Codeforces,easy,core,Classification,Distance-Checks | Integer-Grid | Right-Angle,,,A small but useful right-triangle recognition/classification task.
geometry/right-triangles,Geometry -> Right Triangles,Pythagorean Triples,https://codeforces.com/problemset/problem/707/C,Codeforces,medium,core,Number Theory,Integer-Sides | Construction | Pythagorean,,,Directly about right triangles and integer side lengths.
geometry/right-triangles,Geometry -> Right Triangles,Right Triangles,https://codeforces.com/problemset/problem/52/B,Codeforces,medium,core,Grid-Counting,Combinatorics | Orthogonal | Stars-Grid,Counting,Row/Column Counts,The standard orthogonal grid right-triangle counting problem.
geometry/right-triangles,Geometry -> Right Triangles,Triangle,https://codeforces.com/contest/407/problem/A,Codeforces,medium,core,Construction,Integer-Coordinates | Existence | Coordinate-Geometry,,,Constructing a right triangle with integer coordinates is core practice.
geometry/right-triangles,Geometry -> Right Triangles,Lovely Perfect Right Triangles,https://codeforces.com/gym/106215/problem/L,Codeforces Gym,hard,challenge,,Number Theory | Counting,Enumeration | Number Theoretic Filtering,Pythagorean Triples | GCD,A harder right-triangle counting task with strong arithmetic structure.
geometry/segment-intersection,Geometry -> Segment Intersection,Line Segment Intersection,https://cses.fi/problemset/task/2190,CSES,medium,core,Orientation,Robust Geometry | Ccw | Overlap | Touching,Case Analysis,Orientation Tests | Segment Bounding Boxes,The canonical segment-intersection decision problem.
geometry/segment-intersection,Geometry -> Segment Intersection,Line Segments Trace I,https://cses.fi/problemset/task/3427,CSES,medium,core,Sweep-Line,Envelope | Max-Point | Scan,,,A line-segment scan problem where sweep-style reasoning is natural.
geometry/segment-intersection,Geometry -> Segment Intersection,Line Segments Trace II,https://cses.fi/problemset/task/3428,CSES,hard,core,Sweep-Line,Envelope | Comparisons | Scan,,,The harder companion to Trace I with similar line-sweep flavor.
geometry/segment-intersection,Geometry -> Segment Intersection,Area of Rectangles,https://cses.fi/problemset/task/1741,CSES,hard,challenge,,Sweep Line | Interval Coverage | Rectangles,Sweep-Line | Coordinate Compression,Segment Events | Range Coverage,The canonical rectangle-union sweep-line problem.
geometry/segment-intersection,Geometry -> Segment Intersection,Intersection Points,https://cses.fi/problemset/task/1740,CSES,hard,challenge,Sweep-Line | Intersection-Counting,Orthogonal Segments | Horizontal-Vertical | Events | Count,Sweep-Line,Event Sorting | Balanced Tree / Fenwick,Counts many segment intersections with a line-sweep approach.
geometry/sweep-line,Geometry -> Sweep Line,Line Segments Trace I,https://cses.fi/problemset/task/3427,CSES,medium,core,Envelope,Scan | Max-Query | Segments,,,Scan-line style reasoning over many segments.
geometry/sweep-line,Geometry -> Sweep Line,Line Segments Trace II,https://cses.fi/problemset/task/3428,CSES,hard,core,Envelope,Scan | Events | Segments,,,A more intricate sweep-line companion problem.
geometry/sweep-line,Geometry -> Sweep Line,Area of Rectangles,https://cses.fi/problemset/task/1741,CSES,hard,challenge,Area-Union,Rectangle Union | Events | Coordinate-Compression | Rectangles,Coordinate Compression,Event Sweep | Interval Coverage,The classic rectangle-union sweep benchmark.
geometry/sweep-line,Geometry -> Sweep Line,Intersection Points,https://cses.fi/problemset/task/1740,CSES,hard,challenge,Intersection-Counting,Orthogonal Segments | Intersections | Events | Active-Set,Event Sorting,Ordered Events | Fenwick Tree / Balanced Bst,A textbook sweep-line intersection counter.
geometry/sweep-line,Geometry -> Sweep Line,Lines and Queries I,https://cses.fi/problemset/task/3429,CSES,hard,challenge,,Line Containers | Optimization,Online | Data-Structure-Heavy,Convex Hull Trick Basics | Line Evaluation,"Not a pure sweep line, but a great event-driven geometry/data-structure hybrid."
geometry/sweep-line,Geometry -> Sweep Line,Minimum Euclidean Distance,https://cses.fi/problemset/task/2194,CSES,hard,challenge,,Closest Pair,Divide-And-Conquer | Sweep-Line,Sorting | Plane Sweep Intuition,The closest-pair sweep is a classic geometry engineering benchmark.
geometry/vector-orientation,Geometry -> Vector And Orientation,Point Location Test,https://cses.fi/problemset/task/2189,CSES,easy,core,,Cross Product | Half-Plane | Left-Right | Point-In-Sector,Implementation,Cross Product Sign,Simple orientation logic with a direct geometric interpretation.
geometry/vector-orientation,Geometry -> Vector And Orientation,Polygon Area,https://cses.fi/problemset/task/2191,CSES,easy,core,Shoelace,Shoelace Formula | Area | Signed-Area | Cross-Product | Polygon,Formula Derivation,Cross Product,Shoelace is just accumulated oriented area.
geometry/vector-orientation,Geometry -> Vector And Orientation,Triangle,https://codeforces.com/problemset/problem/18/A,Codeforces,easy,core,Triangle-Classification,Right-Angle | Integer-Coordinates | Bruteforce,,,A compact geometry check built entirely around distances and angle tests.
geometry/vector-orientation,Geometry -> Vector And Orientation,Line Segment Intersection,https://cses.fi/problemset/task/2190,CSES,medium,core,Segment-Geometry,Segment Intersection | Cross Product | Ccw | Intersection,Case Analysis,Orientation Test | Bounding Boxes,The standard cross-product intersection test in its cleanest form.
geometry/vector-orientation,Geometry -> Vector And Orientation,Triangle,https://codeforces.com/contest/407/problem/A,Codeforces,medium,core,Construction,Integer-Points | Right-Triangle | Existence,,,A direct construction problem for a right triangle on the integer grid.
graphs/bfs-dfs,Graphs -> BFS And DFS,Monsters,https://cses.fi/problemset/task/1194,CSES,medium,core,Multi-Source BFS | Grid BFS,Grid | Timing,Two-Phase BFS | Distance Grid | Path Reconstruction,Queue BFS | Distance Arrays | Grid Moves,Classic BFS timing problem where monster arrival times reshape the reachable state space.
graphs/bfs-dfs,Graphs -> BFS And DFS,Labyrinth,https://cses.fi/problemset/task/1193,CSES,easy,bfs-shortest-path,Grid,Shortest Path | Path Reconstruction | Maze,BFS Tree | Parent Array | Route Recovery,Queue BFS | Parent Pointers | 4-Direction Moves,A clean way to practice BFS plus path reconstruction on an unweighted graph.
graphs/bfs-dfs,Graphs -> BFS And DFS,Building Teams,https://cses.fi/problemset/task/1668,CSES,easy,bipartite-check,Bipartite,Two-Coloring | Bipartite Graph,DFS Coloring | Conflict Detection | Component Handling,Graph Traversal | Parity Coloring | Visited States,A canonical traversal problem that turns friendship constraints into bipartite checking.
graphs/bfs-dfs,Graphs -> BFS And DFS,Counting Rooms,https://cses.fi/problemset/task/1192,CSES,easy,connected-components,Grid,Flood Fill | Components | Visited Cells,DFS Flood Fill | Component Sweep | Boundary Checks,DFS | Visited Array | Grid Traversal,A textbook first traversal problem with no extra graph tricks.
graphs/bfs-dfs,Graphs -> BFS And DFS,Round Trip II,https://cses.fi/problemset/task/1678,CSES,medium,directed-cycle,Directed Graphs,Directed Cycle | Recursion Stack | Witness Path | Topological Intuition | Reconstruction,DFS State Colors | Stack-Based Recovery | Cycle Witness,Directed DFS | Back-Edge Detection | Parent Pointers,"The directed counterpart to Round Trip, with trickier cycle recovery."
graphs/bfs-dfs,Graphs -> BFS And DFS,Round Trip,https://cses.fi/problemset/task/1669,CSES,medium,undirected-cycle,Cycles,Undirected Cycle | Back Edge | Witness Path | Cycle Detection | Undirected Graph | Reconstruction,DFS Parent Tracking | Cycle Reconstruction | Component Scan,DFS | Parent Pointers | Recursion Stack,Great practice for detecting and reconstructing a cycle in an undirected graph.
graphs/bfs-dfs,Graphs -> BFS And DFS,Message Route,https://cses.fi/problemset/task/1667,CSES,easy,unweighted-bfs,Paths,Unweighted Shortest Path | Path Reconstruction | Network | Shortest Path,Layered BFS | Parent Tracking | Shortest Route Recovery,BFS | Adjacency Lists | Backtracking,The standard shortest-path-in-an-unweighted-graph template.
graphs/bridges-articulation,"Graphs -> Bridges, Articulation, And BCC",Necessary Cities,https://cses.fi/problemset/task/2077,CSES,medium,core,Low-Link,Critical Vertices | Root Case | Cut Vertices,Low-Link DFS | Root Special Case | Critical Vertex Output,DFS | Undirected Graphs | Low-Link Inequalities,The matching articulation-point counterpart to Necessary Roads.
graphs/bridges-articulation,"Graphs -> Bridges, Articulation, And BCC",Necessary Roads,https://cses.fi/problemset/task/2076,CSES,medium,core,Low-Link,Critical Edges | DFS Tree | Bridge Detection,Low-Link DFS | Bridge Detection | Critical Edge Output,DFS | Undirected Graphs | Entry Times,The cleanest bridge-only contest problem for learning the strict low-link inequality.
graphs/bridges-articulation,"Graphs -> Bridges, Articulation, And BCC",Two-Edge-Connected Components,https://judge.yosupo.jp/problem/two_edge_connected_components,Library Checker,medium,practice,Two-Edge-Connected Components,Bridge Compression | 2-Edge Connectivity,Bridge Removal | Component Compression | Tree Of Components,Bridge Detection | DFS | Connected Components,A direct verifier once bridges themselves are trusted and you want the compression layer.
graphs/bridges-articulation,"Graphs -> Bridges, Articulation, And BCC",Submerging Islands,https://www.spoj.com/problems/SUBMERGE/,SPOJ,medium,classic,Classic,Cut Vertices | Articulation Points,Low-Link DFS | Cut Vertex Counting | Root Handling,DFS | Undirected Graphs | Low-Link,A classic articulation-point problem where the root case and repeated reporting both matter.
graphs/bridges-articulation,"Graphs -> Bridges, Articulation, And BCC",Forbidden Cities,https://cses.fi/problemset/task/1705,CSES,hard,stretch,Bcc | Block-Cut Tree,Vertex-Biconnected Components,Block-Cut Tree | LCA On Reduced Structure | Query Reduction,Articulation Points | Trees | LCA,The strongest practical reason to go beyond plain articulation points into full block-cut structure.
graphs/centroid-decomposition,Graphs -> Centroid Decomposition,Finding a Centroid,https://cses.fi/problemset/task/2079,CSES,medium,warm-up,Trees,Subtree Sizes | Balance Check,Subtree Sizes | Balance Check | Candidate Descent,DFS | Subtree Sizes | Rooted Tree,The cleanest warm-up for the centroid existence proof and the heavy-child walk used before full decomposition.
graphs/centroid-decomposition,Graphs -> Centroid Decomposition,Ciel the Commander,https://codeforces.com/problemset/problem/321/C,Codeforces,hard,core,Construction,Centroid Tree | Recursive Labeling | Balanced Split,Centroid Decomposition | Recursive Labeling | Tree Partition,Centroid Basics | Static Trees | Subtree Sizes,The strongest first full decomposition problem because the answer is literally the centroid-tree depth labeling.
graphs/centroid-decomposition,Graphs -> Centroid Decomposition,Xenia and Tree,https://codeforces.com/problemset/problem/342/E,Codeforces,hard,practice,Queries,Nearest Marked Node | Centroid Ancestors | Distance Aggregation,Centroid Ancestors | Distance Aggregation | Online Queries,Centroid Decomposition | Tree Distances | O(log N) Ancestor Walk,The canonical update/query problem where each operation becomes a walk over one logarithmic centroid-ancestor chain.
graphs/centroid-decomposition,Graphs -> Centroid Decomposition,Fixed-Length Paths I,https://cses.fi/problemset/task/2080,CSES,hard,stretch,Path Counting,Exact Length | Depth Histogram | Through-Centroid Counting,Path Counting | Depth Collection | Frequency Merge,Centroid Decomposition | DFS Depth Collection | Frequency Counting,The cleanest path-counting benchmark once you trust that every path is handled at the first centroid where its endpoints split.
graphs/centroid-decomposition,Graphs -> Centroid Decomposition,Fixed-Length Paths II,https://cses.fi/problemset/task/2081,CSES,hard,advanced,Path Counting,Length Range | Depth Prefix Counts | Through-Centroid Counting,Path Counting | Range Counting | Prefix Merge,Centroid Decomposition | Fixed-Length Paths I | Prefix Sums,"A natural next step after exact-length counting, where the merge logic becomes the real difficulty rather than the decomposition itself."
graphs/euler-tour-subtree,Graphs -> Euler Tour / Subtree Queries,Subtree Queries,https://cses.fi/problemset/task/1137,CSES,medium,core,Trees | Euler Tour,Subtree Sum | Updates | Fenwick,Flatten Tree | Fenwick Tree | Range Sum Queries,Rooted Tree | Fenwick Tree,The canonical subtree-interval problem where flattening a rooted tree turns each subtree into one range query.
graphs/euler-tour-subtree,Graphs -> Euler Tour / Subtree Queries,Count Descendants,https://atcoder.jp/contests/abc202/tasks/abc202_e,AtCoder,medium,stretch,Trees | Euler Tour,Subtree Interval | Depth Buckets | Offline,Flatten Tree | Offline Counting | Binary Search,Subtree Intervals | Binary Search,A clean next step where subtree intervals stay the same but you intersect them with depth-grouped positions.
graphs/euler-tour-subtree,Graphs -> Euler Tour / Subtree Queries,Distinct Colors,https://cses.fi/problemset/task/1139,CSES,hard,stretch,Trees,Distinct Values | Subtree Aggregation | Offline,Flatten Tree | Offline Queries | Subtree Aggregation,Euler Tour | Subtree Intervals | Offline Reasoning,A stretch problem showing that the same subtree interval view can feed a different offline engine once sum/count is no longer enough.
graphs/euler-tour-subtree,Graphs -> Euler Tour / Subtree Queries,Path Queries,https://cses.fi/problemset/task/1138,CSES,medium,bridge,Trees | Euler Tour,Root Path Sum | Updates | Tree Flattening,Euler Tour | Fenwick Tree | Prefix On Tree,Tree Flattening | Fenwick Tree | Rooted Tree,A strong compare point once subtree intervals are trusted and you want to see how similar flattening ideas answer a different rooted-tree query.
graphs/eulerian-path-cycle,Graphs -> Eulerian Path / Cycle,Mail Delivery,https://cses.fi/problemset/task/1691,CSES,medium,core,Undirected,Eulerian Cycle | Hierholzer | Degree Parity | Undirected Graphs,Hierholzer Traversal | Degree Check | Witness Output,Undirected Graphs | Degree Parity | DFS-Style Traversal,"The cleanest first contest problem for undirected Eulerian cycles: parity, connected support, and one Hierholzer walk."
graphs/eulerian-path-cycle,Graphs -> Eulerian Path / Cycle,Teleporters Path,https://cses.fi/problemset/task/1693,CSES,hard,core,Directed,Eulerian Path | Directed Graphs | In-Out Balance | Hierholzer,Directed Hierholzer | Balance Check | Start-End Enforcement,Directed Graphs | Indegree And Outdegree | Eulerian Trail Conditions,The canonical directed-path benchmark where start and end are fixed and in/out balance matters more than parity.
graphs/eulerian-path-cycle,Graphs -> Eulerian Path / Cycle,Play on Words,https://onlinejudge.org/external/1/10129.pdf,UVa,medium,classic,Classic,String To Graph | Directed Eulerian Path,Modeling | Balance Check | Connected Support,Directed Graphs | Eulerian Path Conditions | Graph Modeling,A classic Eulerian-reduction problem where statement parsing and graph support checks matter as much as the traversal itself.
graphs/eulerian-path-cycle,Graphs -> Eulerian Path / Cycle,De Bruijn Sequence,https://cses.fi/problemset/task/1692,CSES,hard,stretch,Construction,De Bruijn Graph | Eulerian Cycle | Bitmask States,State Graph Modeling | Eulerian Construction | String Reconstruction,Graph Modeling | Eulerian Cycle | Bitmask States,A flagship construction problem where the whole graph model exists only to make an Eulerian cycle encode the answer string.
graphs/flow,Graphs -> Maximum Flow,Download Speed,https://cses.fi/problemset/task/1694,CSES,medium,core,,Directed Graphs | S-T Cut | Max Flow | Capacity | Network Throughput,Dinic | S-T Max Flow,Network Flow Basics | Residual Graph,Clean source-sink max-flow application.
graphs/flow,Graphs -> Maximum Flow,Maximum Flow,https://judge.u-aizu.ac.jp/onlinejudge/description.jsp?id=GRL_6_A,AOJ,medium,core,,Max Flow | Dinic | Network,,,Official max-flow baseline.
graphs/flow,Graphs -> Maximum Flow,Police Chase,https://cses.fi/problemset/task/1695,CSES,medium,core,,Min Cut | Max Flow | Edge Cut,,,Exact minimum cut with an output certificate.
graphs/flow,Graphs -> Maximum Flow,Fast Maximum Flow,https://www.spoj.com/SPOJ/problems/FASTFLOW,SPOJ,medium,classic,Min Cut,Undirected Graphs | Capacity,Dinic | Residual Graph,Augmenting Paths | Capacity Residuals,The standard introductory max-flow/min-cut baseline.
graphs/flow,Graphs -> Maximum Flow,Angry Programmer,https://onlinejudge.org/external/115/11506.pdf,UVa,hard,advanced,Min Cut | Node Splitting,Vertex Cuts | Security Model,Node/Edge Splitting | Min Cut Modeling,Flow Modeling | Min Cut Interpretation,"Combines vertex and edge cuts, which is the classic split-node flow pattern."
graphs/flow,Graphs -> Maximum Flow,Distinct Routes,https://cses.fi/problemset/task/1711,CSES,hard,advanced,Path Decomposition,Route Packing | Max Flow | Edge-Disjoint Paths | Route Recovery,Unit-Capacity Flow | Path Extraction,Augmenting Paths | Route Decomposition,Transforms edge-disjoint paths into a flow problem.
graphs/flow,Graphs -> Maximum Flow,The Problem with the Problem Setter,https://onlinejudge.org/external/100/10092.pdf,UVa,medium,cross-topic,Bipartite Flow,Matching | Assignment,Bipartite Flow | Source-Sink Layering,Bipartite Modeling | Flow Conservation,A classic bipartite flow reduction with multiple source groups.
graphs/flow,Graphs -> Maximum Flow,Power Transmission,https://onlinejudge.org/external/103/10330.pdf,UVa,hard,cross-topic,Node Splitting,Vertex Capacities,Vertex Splitting | Capacity Constraints,Flow Modeling | Vertex Capacity To Edge Capacity,"Uses node capacities, so it is a textbook vertex-splitting model."
graphs/flow-lower-bounds,Graphs -> Flow With Lower Bounds,Reactor Cooling,https://codeforces.com/problemsets/acmsguru/problem/99999/194,Codeforces acmsguru,hard,core,Lower Bounds,Feasible Circulation | Balance Array | Witness Output,Reduction | Witness Output,Maximum Flow | Residual Graph | Super Source / Super Sink,"The canonical first lower-bounds circulation problem: every edge has mandatory minimum and maximum flow, and you must print one witness in input order."
graphs/flow-lower-bounds,Graphs -> Flow With Lower Bounds,Minimum Cost b-Flow,https://judge.yosupo.jp/problem/min_cost_b_flow,Library Checker,hard,advanced,Lower Bounds | Cost,Node Supply/Demand | Costed Flow,Verification | Cross-Topic,Flow With Lower Bounds | Min-Cost Flow | Supply / Demand Modeling,A strong official compare point showing how lower bounds and node balances grow into the costed b-flow family.
graphs/gomory-hu,Graphs -> Gomory-Hu Tree,Download Speed,https://cses.fi/problemset/task/1694,CSES,medium,core,Cuts,Max Flow | Source-Sink Cut | Network,,,Good single-pair cut practice before all-pairs cuts.
graphs/gomory-hu,Graphs -> Gomory-Hu Tree,Maximum Flow,https://judge.u-aizu.ac.jp/onlinejudge/description.jsp?id=GRL_6_A,AOJ,medium,core,Cuts,Max Flow | Min Cut | Baseline,,,Core primitive behind Gomory-Hu construction.
graphs/gomory-hu,Graphs -> Gomory-Hu Tree,Police Chase,https://cses.fi/problemset/task/1695,CSES,medium,core,Min Cut | Edge-Disjoint Separation | Cuts,Flow | Roads | Edge Cut | Certificate,S-T Min Cut | Edge Extraction,Max Flow | Cut Extraction,"Single-pair min cut, useful as the entry point before GH-tree compression."
graphs/gomory-hu,Graphs -> Gomory-Hu Tree,Gomory-Hu Tree,https://judge.yosupo.jp/problem/gomory_hu_tree,Library Checker,hard,core,Cut-Trees,All-Pairs Min-Cut | Tree Of Cuts,,,The direct canonical problem for the topic.
graphs/gomory-hu,Graphs -> Gomory-Hu Tree,Sabotage,https://onlinejudge.org/external/104/10480.pdf,UVa,medium,classic,Min Cut | Global Min Cut,Flow | Cuts | Graph Partition,Undirected Min Cut | Cut Extraction,Max Flow | Minimum Cut,A classic minimum-cut problem that motivates cut-tree thinking.
graphs/gomory-hu,Graphs -> Gomory-Hu Tree,Pumping Stations,https://codeforces.com/problemset/problem/343/E,Codeforces,very-hard,advanced,Gomory-Hu Tree | Pairwise Min Cuts,Flow | Trees | Divide And Conquer,Gh Tree Reasoning | Cut-Tree Structure,Max Flow | Min Cut | Tree Compression,A famous Codeforces problem whose intended insight is cut-tree structure.
graphs/gomory-hu,Graphs -> Gomory-Hu Tree,All Pairs Maximum Flow,https://onlinejudge.org/external/115/11594.pdf,UVa,hard,theory,Gomory-Hu Tree | All-Pairs Min Cut,Flow | Trees,Build Cut Tree | Query Path Minima,Max Flow | Min Cut | Tree Path Minima,This is essentially the GH-tree use case: compress all pairwise min-cuts.
graphs/graph-modeling,Graphs -> Graph Modeling,Building Roads,https://cses.fi/problemset/task/1666,CSES,easy,core,Components,Connected Components | Construction | Union-Find,,,Simple component-based modeling: connect all components with minimum new edges.
graphs/graph-modeling,Graphs -> Graph Modeling,Message Route,https://cses.fi/problemset/task/1667,CSES,easy,core,BFS,Unweighted Graph | Path Reconstruction | Shortest Path,,,Bare-bones graph modeling for shortest path with a concrete route output.
graphs/graph-modeling,Graphs -> Graph Modeling,Third Avenue,https://atcoder.jp/contests/abc184/tasks/abc184_e,AtCoder,medium,core,Grid BFS,Teleporters | Implicit Graph | Grid,,,A textbook teleporter-state modeling problem on a grid.
graphs/graph-modeling,Graphs -> Graph Modeling,Giant Pizza,https://cses.fi/problemset/task/1684,CSES,medium,2-sat-modeling,2-SAT | SCC,Implication Graph | Boolean Constraints,Implication Graph | SCC Condensation | Assignment Extraction,Logical Reductions | Directed Graphs,A very strong modeling problem: clauses become graph edges and satisfiability becomes SCC.
graphs/graph-modeling,Graphs -> Graph Modeling,Built?,https://atcoder.jp/contests/abc065/tasks/arc076_b,AtCoder,medium,coordinate-mst,MST | Geometry,Coordinate Graph | Kruskal | Sparse Edges,Edge Generation By Sorting | DSU | Kruskal,DSU | Sorting | Greedy MST,A classic geometry-to-graph reduction before running Kruskal.
graphs/graph-modeling,Graphs -> Graph Modeling,Fox And Two Dots,https://codeforces.com/problemset/problem/510/B,Codeforces,medium,grid-cycle,Grid DFS,Cycle Detection | Same-Color Regions | Grid Graph,DFS With Parent Tracking | Cycle Witness | Component Scan,DFS | Visited States | Parent Pointers,Teaches how to find a cycle in an implicit graph hidden inside a board.
graphs/graph-modeling,Graphs -> Graph Modeling,Counting Rooms,https://cses.fi/problemset/task/1192,CSES,easy,grid-flood-fill,Grid DFS,Flood Fill | Connected Components | Implicit Graph,Iterative DFS | Visited Marking | 4-Neighbor Traversal,Graph Traversal | Stack Or Recursion | Grid Indexing,The cleanest example of turning a matrix into a graph and counting components.
graphs/graph-modeling,Graphs -> Graph Modeling,Labyrinth,https://cses.fi/problemset/task/1193,CSES,easy,grid-shortest-path,Grid BFS,Shortest Path | Path Reconstruction | Maze | Grid,Single-Source BFS | Parent Pointers | Route Recovery,BFS | Parent Tracking | 4-Direction Moves,The standard implicit-grid shortest path with an explicit reconstructed route.
graphs/graph-modeling,Graphs -> Graph Modeling,Monsters,https://cses.fi/problemset/task/1194,CSES,medium,multi-source-bfs,Grid BFS,Multi-Source BFS | Escape Path | Timing Constraints | Timing | Escape,Two-Phase BFS | Distance Grid | Path Reconstruction,Queue BFS | Distance Arrays | Grid Moves,A classic hidden-state problem where enemy arrival times change the search space.
graphs/hld,Graphs -> Heavy-Light Decomposition,Path Queries II,https://cses.fi/problemset/task/2134,CSES,medium,core,Path Max Query,Trees | Updates | Segment Tree | Path Max | Point Update,Path Decomposition | Node Updates,LCA | Segment Tree,"A modern, clean HLD benchmark with updates and path maximums."
graphs/hld,Graphs -> Heavy-Light Decomposition,Vertex Add Path Sum,https://judge.yosupo.jp/problem/vertex_add_path_sum,Library Checker,medium,core,,Path Sum | Verify,,,Trusted path-sum benchmark for HLD implementations.
graphs/hld,Graphs -> Heavy-Light Decomposition,Vertex Set Path Composite,https://judge.yosupo.jp/problem/vertex_set_path_composite,Library Checker,hard,core,,Non-Commutative | Path Queries | Verify,,,Great stress test for HLD with non-commutative merges.
graphs/hld,Graphs -> Heavy-Light Decomposition,QTREE2,https://www.spoj.com/problems/QTREE2,SPOJ,medium,classic,Path Queries,Trees | Distance | K-Th Node,Path Distance | K-Th Node,LCA | Binary Lifting Or HLD,Adds distance and k-th-node queries on paths.
graphs/hld,Graphs -> Heavy-Light Decomposition,QTREE3,https://www.spoj.com/problems/QTREE3,SPOJ,medium,classic,Dynamic Path Query,Trees | Toggle | Nearest Black Node,Toggle Queries | Path Prefix Search,HLD | Segment Tree With Colors,Dynamic toggles on a root-to-node path are a classic HLD extension.
graphs/hld,Graphs -> Heavy-Light Decomposition,QTREE,https://www.spoj.com/problems/QTREE,SPOJ,hard,classic,Heavy-Light Decomposition | Path Queries,Trees | Segment Tree,Edge Path Queries | Segment Tree,LCA | Segment Trees,The canonical tree path-query problem for HLD.
graphs/hld,Graphs -> Heavy-Light Decomposition,QTREE4,https://www.spoj.com/problems/QTREE4,SPOJ,hard,advanced,Dynamic Tree Queries,Trees | Toggle | Path Aggregate,Color Toggles | Global Path Aggregate,HLD | Lazy Propagation,A tougher variant with nontrivial global maintenance.
graphs/hld,Graphs -> Heavy-Light Decomposition,Water Tree,https://codeforces.com/problemset/problem/343/D,Codeforces,hard,advanced,Subtree Updates,Trees | Range Updates | Online Queries,Subtree Update / Ancestor Query | Lazy Propagation,Euler/HLD | Lazy Segment Tree,Subtree filling and ancestor clearing is a famous HLD/lazy-seg hybrid.
graphs/lca,Graphs -> LCA,Company Queries I,https://cses.fi/problemset/task/1687,CSES,easy,core,,Binary Lifting | Kth Ancestor | Jump Pointers,,,Ancestor lifting in its purest form.
graphs/lca,Graphs -> LCA,Company Queries II,https://cses.fi/problemset/task/1688,CSES,medium,binary-lifting,Binary Lifting,Lowest Common Ancestor | Boss Queries | Ancestor Table | Boss Hierarchy,Jump Pointers | Depth Equalization | Ancestor Climbing,Tree Depth | Ancestor Tables,Classic LCA queries over a rooted tree hierarchy.
graphs/lca,Graphs -> LCA,閉路,https://atcoder.jp/contests/abc014/tasks/abc014_4,AtCoder,medium,lca-application,Distances,Cycle Length | Tree Path | Query Answer,Distance Via LCA | Path Length Formula | Query Preprocessing,LCA | Depth Arrays | Tree Distances,A classic LCA application where each query becomes a path-length computation.
graphs/lca,Graphs -> LCA,LCA: Lowest Common Ancestor,https://judge.u-aizu.ac.jp/onlinejudge/description.jsp?id=GRL_5_C,AOJ,medium,lca-basics,,Rooted Tree | Binary Lifting | Ancestor Queries,Binary Lifting | Euler Tour | Ancestor Checks,Trees | DFS Order | Ancestor Climbing,The official baseline LCA problem from AOJ.
graphs/lca,Graphs -> LCA,Lowest Common Ancestor,https://judge.yosupo.jp/problem/lca,Library Checker,medium,lca-basics,,Implementation Check | Rooted Tree | Verify | Binary Lifting,Binary Lifting | HLD-Style Interface | Query Batching,Rooted Tree | Ancestor Tables | LCA Concept,A compact verification judge for a production-grade LCA routine.
graphs/lca,Graphs -> LCA,Distance Queries,https://cses.fi/problemset/task/1135,CSES,medium,lca-distance-formula,Distances,Tree Distance | Path Length | Distance | Rooted Tree,Depth Plus LCA | Distance Formula | Binary Lifting,LCA | Tree Depth | Ancestor Jumps,Uses LCA as the backbone for tree distance answers.
graphs/matching,Graphs -> Matching,Gopher II,https://onlinejudge.org/external/100/10080.pdf,UVa,easy,warm-up,Bipartite Matching | Geometry-To-Graph,Geometry | Reachability,Distance-Threshold Graph | Max Matching,Bipartite Matching Basics | Distance Formula,The archetypal geometry-to-matching conversion.
graphs/matching,Graphs -> Matching,The dog task,https://onlinejudge.org/index.php?Itemid=8&option=com_onlinejudge&page=show_problem&problem=611,UVa,easy,warm-up,Bipartite Matching,Animals | Assignment,Small Bipartite Graph | Matching,Matching Basics,A compact warm-up that drills matching construction.
graphs/matching,Graphs -> Matching,Bipartite Matching,https://judge.u-aizu.ac.jp/onlinejudge/description.jsp?id=GRL_7_A,AOJ,easy,core,,Bipartite Graph | Augmenting Paths | Kuhn,,,Official bipartite matching baseline.
graphs/matching,Graphs -> Matching,Guardian of Decency,https://onlinejudge.org/external/120/12083.pdf,UVa,medium,core,Bipartite Matching | Independent Set,Compatibility Graph,Compatibility Graph | Matching To Cover,Hall/Konig Intuition,A classic compatibility graph that reduces to maximum matching.
graphs/matching,Graphs -> Matching,School Dance,https://cses.fi/problemset/task/1696,CSES,medium,core,Bipartite Matching,Bipartite Graphs | Pairing | Construction,Augmenting Paths | Bipartite Matching,Bipartite Graph Modeling,Matching plus explicit pair recovery.
graphs/matching,Graphs -> Matching,General Matching,https://judge.yosupo.jp/problem/general_matching,Library Checker,hard,core,,Blossom | Non-Bipartite | Verify,,,Trusted general-graph matching verification task.
graphs/matching,Graphs -> Matching,Task Assignment,https://cses.fi/problemset/task/2129,CSES,hard,core,,Assignment | Weighted Matching | Bipartite Graph,,,Weighted bipartite matching in assignment form.
graphs/matching,Graphs -> Matching,A Plug for UNIX,https://onlinejudge.org/external/7/753.pdf,UVa,medium,classic,Bipartite Matching | Adapter Graph,Conversion Graph,Reachability Closure | Max Matching,Graph Modeling,A very standard matching reduction with adapters and compatibility.
